occ	Longitude	Latitude	Current_bio_2	Current_bio_5	Current_bio_11	Current_bio_14	Future_bio02	Future_bio05	Future_bio11	Future_bio14
0	-113.400558	38.78507424	17.05133247	33.97700119	-0.170499876	11	17.10000038	37.70000076	2.400000095	10.5
0	-111.400558	45.78507424	14.74524975	28.5720005	-3.837333202	11	14.5	32.59999847	-1.600000024	11.80000019
0	-115.400558	51.28507424	12.48566628	18.02499962	-10.00949955	33	12.19999981	22	-8	36.29999924
0	-122.400558	53.28507424	11.34574986	21.73900032	-7.179999828	33	10.80000019	25.20000076	-5.099999905	35.29999924
0	-123.400558	44.78507424	11.82433319	26.91600037	4.853332996	16	12	30.29999924	6.5	14
0	-120.400558	52.78507424	9.271082878	16.45000076	-8.762666702	58	8.800000191	20.10000038	-6.699999809	61.79999924
0	-112.400558	39.78507424	16.22699928	32.70399857	-1.434833407	20	16.10000038	36.5	1.100000024	18.79999924
0	-114.900558	36.78507424	15.94666672	39.81499863	7.57316637	3	16	43.20000076	10	3.299999952
0	-118.400558	50.28507424	9.541666985	21.56100082	-5.668499947	69	9.5	26.39999962	-3.599999905	64.30000305
0	-115.900558	45.28507424	16.11483383	22.65200043	-6.794333458	28	16.20000076	27.60000038	-4.599999905	25.5
0	-120.900558	46.78507424	11.8496666	26.1079998	-2.208666563	11	12.10000038	31.10000038	-0.200000003	9.300000191
0	-109.400558	43.78507424	12.55766678	17.04899979	-8.513667107	28	12.30000019	20.89999962	-6.400000095	30.29999924
0	-149.400558	64.78507424	11.80591679	23.36599922	-21.4980011	7	11	25.29999924	-17.5	8
0	-120.900558	54.28507424	10.15166664	18.70000076	-8.266166687	46	9.5	21.60000038	-6.099999905	49.29999924
0	-117.400558	52.78507424	12.74008369	16.81500053	-11.22383308	34	12.39999962	20.60000038	-9.199999809	36.5
0	-122.900558	42.28507424	15.24775028	31.72299957	4.597167015	9	15.30000019	35	6.400000095	8.5
0	-128.400558	60.28507424	11.87166691	19.87199974	-20.2298336	19	11.30000019	23	-17.89999962	20
0	-119.400558	50.78507424	10.89716625	24.79500008	-4.160333633	41	10.69999981	29.29999924	-2.099999905	43.29999924
0	-120.400558	43.78507424	16.59016609	28.40099907	-1.606666684	14	16.79999924	33	0.600000024	13
0	-153.900558	59.78507424	10.13599968	18.58699989	-8.842166901	41	9.300000191	21	-4.900000095	45.5
0	-120.400558	46.78507424	13.66224957	30.51099968	-1.56949985	7	14	35.59999847	0.5	6
0	-124.400558	52.28507424	15.71208286	21.9810009	-9.912500381	14	15.39999962	25.79999924	-7.800000191	14.5
0	-122.900558	54.28507424	10.95716667	21.63100052	-8.35866642	30	10.30000019	24.5	-6.199999809	32
0	-111.900558	41.28507424	13.92058372	27.71700096	-4.414000034	25	13.69999981	31.60000038	-2	27.29999924
0	-116.400558	32.28507424	15.1048336	32.56600189	10.37683296	1	15.10000038	34.90000153	12.30000019	1.299999952
0	-121.400558	48.78507424	9.589166641	19.84000015	-4.063666821	54	9.899999619	24.79999924	-1.899999976	45
0	-110.900558	38.28507424	17.35441589	36.19599915	-0.364333302	7	17.29999924	39.79999924	2.299999952	7
0	-117.900558	40.28507424	17.20158386	33.31399918	0.814833343	8	17.20000076	37	3.400000095	8.300000191
0	-151.900558	61.78507424	9.189249992	15.8920002	-11.28916645	23	8.300000191	18	-7.5	25
0	-122.400558	54.78507424	10.15100002	19.52300072	-8.458167076	33	9.5	22.20000076	-6.199999809	35.5
0	-118.900558	38.78507424	17.49216652	29.08499908	-0.376333237	12	17.5	32.40000153	2	11.80000019
0	-137.400558	59.78507424	9.239916801	13.98999977	-11.88933372	34	8.5	15.30000019	-9.600000381	35.5
0	-118.400558	41.78507424	14.12841702	28.38100052	-1.657333255	11	14.10000038	32.29999924	0.899999976	11.30000019
0	-114.900558	32.28507424	16.84899902	40.62099838	13.35449982	1	16.79999924	43.20000076	15.30000019	0.800000012
0	-152.400558	62.78507424	10.40016651	17.6079998	-14.56566715	19	9.399999619	19.5	-10.39999962	21.5
0	-114.400558	50.28507424	12.17199993	20.66200066	-7.249499798	32	12	25	-5.099999905	33.5
0	-123.900558	56.78507424	10.45191669	15.96500015	-13.22233295	28	9.800000191	18.70000076	-10.89999962	31.5
0	-113.900558	53.78507424	11.45625019	22.06100082	-12.09266663	15	11	25.39999962	-9.699999809	15.5
0	-123.400558	51.28507424	12.37641716	16.63800049	-9.149167061	37	12.19999981	20.79999924	-7.099999905	38.5
0	-132.900558	58.28507424	7.924833298	14.94499969	-8.597833633	56	7.5	18.10000038	-6.300000191	60.79999924
0	-125.900558	50.78507424	8.817749977	18.44099998	-1.5321666	61	8.800000191	22.10000038	0.400000006	52.5
0	-109.900558	37.28507424	15.47325039	34.06000137	0.699999869	7	15.5	37.5	3.400000095	7.300000191
0	-123.900558	52.28507424	16.02033234	23.27099991	-10.64883327	13	15.69999981	27.10000038	-8.5	13.80000019
0	-121.900558	56.78507424	10.10191631	19.87100029	-11.55583382	20	9.5	22.5	-9.100000381	21.5
0	-147.400558	61.78507424	9.616999626	15.61699963	-14.92500019	14	8.800000191	17.89999962	-11.80000019	15.30000019
0	-133.400558	58.28507424	7.246250153	12.48799992	-8.141166687	70	6.900000095	15.60000038	-5.800000191	75.80000305
0	-113.400558	54.28507424	11.50941658	21.73900032	-13.43033314	16	10.89999962	24.79999924	-10.89999962	17.29999924
0	-117.900558	55.28507424	11.40233326	21.09199905	-11.08066654	23	10.80000019	23.70000076	-8.699999809	24.5
0	-112.400558	37.28507424	17.08241653	30.55900002	-0.508666754	12	17.20000076	34.20000076	2.099999905	12.30000019
0	-121.900558	41.28507424	15.76508331	28.63899994	1.10649991	8	15.80000019	32	3.099999905	8
0	-115.900558	37.78507424	18.13183403	33.6570015	0.24000001	10	18.10000038	37	2.900000095	9.5
0	-118.400558	38.78507424	17.93408394	33.32099915	1.206166625	9	17.89999962	36.70000076	3.700000048	9.300000191
